15:02:15.383487,1.94,-0.06,-0.06,-0.94,-0.01,-0.01,25.69,1.38,7.31,-0.95,-0.01,-0.01,5.00,0.63,-8.06,0.05,0.57,0.09,-1.88,-2.44,4.81,0.02,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15:02:15.634524,2.38,-0.06,-0.06,-0.55,0.46,0.22,-1.69,-81.06,-24.75,327.03,-0.01,-0.01,1.19,0.88,-0.06,-0.08,0.42,0.00,-12.63,-0.06,-0.06,-0.02,-0.19,0.03,1.25,0.31,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15:02:15.869277,-1.19,2.69,1.19,-0.51,0.42,0.17,-56.81,2043.56,-0.06,-0.57,-2.34,-0.01,1.56,-0.06,-0.06,0.02,0.36,0.01,-4.31,-0.06,-0.06,-0.11,326.86,-0.01,-0.25,-0.06,0.06,-0.20,0.26,0.37,2.75,3.94,-0.06,0.00,0.00,0.00
15:02:16.131929,1.38,0.44,0.38,-0.37,0.39,0.05,-13.88,-0.06,-0.06,-1.01,-0.01,-0.01,1.13,-8.06,-0.06,-0.01,0.37,-0.01,0.81,5.75,-0.06,0.20,-1.29,-0.01,-0.69,0.19,-8.06,-0.18,0.24,0.25,2.25,-8.06,-0.06,-0.20,0.07,0.01
15:02:16.380205,2.19,-0.06,-0.06,-0.25,0.18,0.11,-7.25,-0.06,-0.06,-0.23,-1.34,-0.41,1.38,-0.06,-0.06,0.03,0.31,-1.29,4.56,5.00,1.44,0.06,0.00,0.10,0.19,0.19,-8.06,-0.18,0.18,0.23,14.00,-8.56,4.94,-0.18,0.38,-1.29
15:02:16.615957,-0.94,0.75,0.44,-0.21,0.16,-0.01,-8.19,19.13,-8.06,326.70,-0.01,-0.01,0.50,0.25,0.19,0.07,0.25,-0.01,-3.38,-4.31,-0.06,0.09,-0.01,-0.01,-2.00,-0.31,-0.56,-0.11,-0.03,0.26,-5.56,-0.06,-0.06,-0.37,0.10,0.13
15:02:16.872233,-8.88,4.00,-0.06,-0.22,0.09,-0.01,13.06,-0.06,-0.06,0.90,-1.92,0.42,-11.31,0.63,2.50,0.06,0.32,0.06,2040.31,-0.06,-0.06,-0.10,-0.36,0.16,-0.13,0.56,-8.06,-0.29,0.03,0.24,-9.81,-1.31,-2.69,-0.12,-0.12,-0.19
15:02:17.123188,12.19,-0.06,-0.06,-0.15,0.11,-0.01,-27.00,-59.69,-15.13,326.79,-0.01,-0.01,-10.06,-13.06,-0.06,0.69,0.48,-1.29,25.88,-8.06,-0.06,-0.24,-0.23,0.38,-3.38,-5.31,-0.06,-0.29,-0.26,0.36,44.00,17.25,-0.06,-0.26,0.01,0.07
15:02:17.375178,-4.38,-0.06,-0.06,-0.29,0.07,0.11,-12.00,28.25,-0.06,0.55,0.60,-0.01,-1.38,-0.50,2.56,-0.08,0.03,-1.29,12.25,-8.06,-0.06,0.35,0.70,-1.29,-3.81,1.50,-0.06,-0.57,0.08,0.10,15.94,16.13,-10.13,-0.16,0.55,0.27
15:02:17.610680,12.44,-8.06,-0.06,-0.05,0.35,0.32,40.38,-8.06,-0.06,0.38,-0.01,-0.01,4.25,-0.06,-0.06,0.20,0.24,0.27,18.69,6.69,-8.06,0.01,-1.29,-0.01,-2.19,-1.38,8.25,-0.24,-0.16,0.34,2.19,3.81,-0.06,-0.07,-0.05,0.09
15:02:17.871559,-2.56,3.44,3.75,-0.33,-0.04,-0.02,26.69,-0.06,-0.06,-0.01,-0.20,0.54,2.94,-0.06,-0.06,0.00,0.24,-1.29,-15.88,-0.06,-0.06,0.08,0.04,-1.29,-1.38,1.06,-8.06,-0.18,0.02,0.06,-0.88,1.00,7.31,0.09,0.04,0.07
15:02:18.122870,-2.00,2.19,4.81,-0.81,-0.01,-0.01,6.13,-0.06,-0.06,0.22,-0.01,-0.01,-0.50,-0.75,0.19,0.09,0.28,-0.01,-6.63,-0.06,-0.06,0.21,-0.01,-0.01,-0.31,0.00,-8.06,-0.16,-0.02,0.23,2043.44,-0.06,-0.06,-0.16,-0.06,-0.01
15:02:18.362503,17.63,-8.06,-0.06,-0.03,1.47,-0.01,9.81,-0.06,-0.06,0.23,-0.01,-0.01,5.94,-0.06,-0.06,0.00,0.18,-1.29,1.88,-0.06,-0.06,0.01,-1.29,-0.01,17.38,-0.06,-0.06,-0.29,0.61,0.02,4.25,0.63,2.25,-0.07,-0.06,0.06
15:02:18.613732,-8.50,-35.69,-3.94,-1.14,-0.01,-0.01,64.44,-0.06,-0.06,-0.22,-0.84,-0.01,2.00,-8.06,-0.06,-0.16,0.32,-0.01,4.00,-9.75,1.75,0.54,-1.29,-0.01,-3.69,0.56,4.56,-0.28,0.14,0.16,-3.00,5.38,-0.06,-0.17,0.16,0.34
15:02:18.873395,7.00,-0.06,-0.06,0.01,0.97,-1.83,-80.94,16.56,-121.56,-0.50,1.16,-0.01,1.69,-8.06,-0.06,0.42,0.64,-1.29,19.31,-8.06,-0.06,326.99,-0.01,-0.01,1.31,3.19,-0.06,-0.06,-0.12,0.13,7.13,-11.69,-1.50,0.16,-1.29,-0.01
15:02:19.124498,19.00,-8.06,-0.06,325.23,-0.01,-0.01,58.63,-0.06,-0.06,-0.52,-0.65,-0.01,3.75,-8.06,-0.06,0.06,0.23,-0.01,2041.31,-0.06,-0.06,0.62,0.45,-0.01,-0.63,-0.13,0.50,-0.12,-0.04,0.19,2033.06,-0.06,-0.06,-0.27,0.20,0.39
15:02:19.375360,14.00,-8.06,-0.06,-0.25,0.46,0.64,47.19,7.13,66.69,0.14,1.02,-0.01,-1.81,-0.06,1.44,0.11,0.22,-0.01,-9.06,-8.56,3.56,-0.23,326.76,-0.01,-3.31,-0.25,1.19,-0.23,0.05,0.08,5.00,-8.06,-0.06,-0.07,-0.51,-0.17
15:02:19.626775,-9.88,8.25,4.00,-0.19,0.37,-0.01,-5.19,-0.06,-0.06,0.24,-0.01,-0.01,1.50,-8.06,-0.06,0.05,0.28,-1.29,16.00,18.63,-8.06,0.39,-1.29,-0.01,0.31,0.81,-8.06,-0.14,0.00,0.18,11.25,2033.94,-0.06,-0.12,0.16,-0.01
15:02:19.878868,-11.69,1.06,-8.06,-0.17,-0.05,-0.17,83.00,17.94,-0.06,-0.54,-2.73,0.75,0.00,-0.06,-0.06,0.00,0.24,-1.29,3.56,2034.88,-0.06,0.30,0.60,-0.01,0.13,-0.06,-0.06,-0.14,-0.01,0.11,-0.25,4.13,-0.06,-0.11,0.68,0.13
15:02:20.131754,5.06,1.31,0.06,-0.16,0.01,0.13,-5.19,-0.06,-0.06,0.30,-0.01,-0.01,0.00,0.81,-0.06,0.01,0.10,-0.01,-35.63,2043.44,-0.06,0.27,-0.01,-0.01,0.31,0.44,0.00,-0.20,-0.03,0.10,-16.50,3.81,5.00,-0.22,-0.08,0.15
15:02:20.377216,4.50,-0.06,-0.06,-0.54,-1.06,-0.01,-0.75,1.69,0.94,0.07,-0.01,-0.01,5.19,-0.06,-0.06,0.03,0.17,-1.29,-3.81,-1.38,0.06,0.12,-1.29,-0.01,0.25,0.88,-8.06,-0.14,-0.11,0.05,3.00,0.94,3.38,-0.17,-0.25,0.03
