13:55:40.055191,-3.81,8.63,2.00,-0.61,0.18,-0.01,0.56,-0.06,-0.06,1.46,-1.29,-0.01,-3.63,-2.38,2040.88,-0.59,0.35,-0.01,9.06,-8.06,-0.06,326.54,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13:55:40.430252,-17.50,2042.50,-0.06,-0.46,-0.03,-0.64,10.38,7.50,-0.06,0.45,0.93,-0.01,18.94,-8.06,-0.06,-0.64,-0.45,-0.28,10.75,-8.06,-0.06,-0.75,-0.01,-0.01,1.06,-0.06,-0.06,326.65,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00
13:55:40.797323,-3.38,11.13,0.88,-0.59,-0.30,-0.16,20.31,1.63,-0.06,0.27,0.52,-0.01,-2.50,1.81,2.69,-0.62,0.01,-0.01,-4.50,-0.06,-0.06,-0.31,-0.27,0.01,-0.25,-0.50,-1.13,326.86,-0.01,-0.01,0.44,0.13,0.13,0.07,0.61,-1.29
13:55:41.165275,4.69,2.13,-8.06,-0.28,0.10,-0.01,2034.31,-0.06,-0.06,0.15,0.22,-1.29,2.88,-8.06,-0.06,-0.27,0.21,-1.29,4.94,-0.06,-0.06,-0.28,-0.16,0.08,4.06,-0.06,-0.06,-0.56,-0.22,0.22,-0.75,2.56,0.69,-0.01,0.34,-1.29
13:55:41.528017,1.94,0.19,0.06,-0.21,0.09,-0.01,1.63,6.06,4.13,-0.06,0.15,-1.29,2.13,-8.06,-0.06,-0.17,0.11,-1.29,1.25,-8.06,-0.06,-0.30,-0.02,0.00,1.50,0.13,-0.06,-0.49,-0.21,0.31,-0.25,0.75,0.13,0.00,0.25,-0.01
13:55:41.895245,1.75,0.25,0.19,-0.19,0.10,-1.29,2042.56,-0.06,-0.06,0.08,-1.29,-0.01,1.19,-8.06,-0.06,-0.15,0.09,-1.29,-2.69,0.06,1.19,-0.23,0.01,-1.29,2.31,-8.06,-0.06,-0.52,-0.22,0.32,-0.88,0.94,-8.06,0.00,0.24,-1.29
13:55:42.256986,0.69,0.25,0.06,-0.13,0.22,-1.29,5.06,-0.06,-0.06,0.07,0.10,-0.01,-0.44,-0.69,-0.75,-0.07,0.06,-1.29,-0.75,0.63,1.06,-0.14,0.02,-1.29,0.56,-0.06,-0.06,-0.50,-0.29,0.32,-2.50,0.88,0.19,0.05,0.16,-1.29
13:55:42.620078,1.06,1.44,-8.06,-0.12,0.19,-1.29,8.94,-8.06,-0.06,0.13,0.36,-1.29,0.44,-0.06,-0.06,-0.06,0.08,-1.29,3.00,-8.06,-0.06,0.04,-1.29,-0.01,0.94,-8.06,-0.06,-0.42,-0.33,0.34,-0.44,1.38,-8.06,0.00,0.29,-1.29
13:55:42.984101,0.88,2.25,0.50,-0.17,0.09,-1.29,24.56,0.63,-0.06,0.12,0.28,-1.29,0.56,-8.06,-0.06,-0.11,0.00,-0.01,-0.44,-1.88,2.38,0.12,0.32,0.13,1.00,0.06,0.44,-0.48,-0.24,0.30,2.38,0.00,-0.06,-0.14,0.19,0.16
13:55:43.353671,-0.25,0.56,0.00,-0.21,0.13,-1.29,2032.75,-0.06,-0.06,0.00,-1.29,-0.01,0.00,0.13,0.44,-0.12,0.01,-0.01,0.13,-8.06,-0.06,-0.11,-0.03,0.01,0.56,-0.06,-0.06,-0.51,-0.23,0.32,1.50,-0.06,-0.06,-0.02,0.09,-1.29
13:55:43.721925,0.63,0.13,-0.06,-0.11,0.08,-0.01,2.44,-0.06,-0.06,0.00,0.10,-0.01,-0.06,0.56,0.25,-0.05,0.05,-0.01,1.25,-8.06,-0.06,-0.06,-0.01,-0.02,2.13,-8.06,-0.06,-0.35,-0.20,0.35,-0.75,1.75,-0.06,-0.01,0.08,-1.29
13:55:44.084430,1.06,0.38,0.25,-0.17,0.20,-0.01,-0.44,0.25,-0.06,-0.02,0.04,-0.01,0.25,-8.06,-0.06,0.00,0.03,-0.01,-0.75,-0.31,0.44,-0.05,-0.06,0.00,0.19,-8.06,-0.06,-0.43,-0.22,0.35,0.81,-8.06,-0.06,0.00,0.08,0.00
13:55:44.449804,0.69,0.63,-8.06,-0.18,0.16,-1.29,2.06,-8.06,-0.06,0.00,-0.01,-0.01,-1.06,0.63,0.06,-0.05,0.06,-0.01,0.13,0.75,0.19,0.00,-0.01,-0.01,0.56,-0.06,-0.06,-0.43,-0.26,0.33,-0.25,0.00,-8.06,0.03,0.07,-0.01
13:55:44.815767,0.63,0.13,-8.06,-0.19,0.16,-0.01,41.81,17.56,-0.06,-0.24,0.18,-1.29,0.31,-0.06,-0.06,-0.06,0.06,-0.01,1.13,-8.06,-0.06,-0.01,-0.05,0.00,-0.44,0.13,0.06,-0.41,-0.23,0.39,1.63,0.81,1.00,-0.02,-0.05,0.07
13:55:45.185826,-1.44,-0.56,0.50,-0.14,0.11,-1.29,2041.00,-0.06,-0.06,0.01,-1.29,-0.01,1.63,-0.06,-0.06,0.01,0.13,-1.29,-3.06,0.50,0.75,-0.09,-0.13,0.08,-0.50,-0.13,0.00,-0.37,-0.27,0.42,-1.38,-2.25,0.63,-0.03,0.01,0.11
13:55:45.549085,-0.50,0.00,0.06,-0.20,0.11,-0.01,8.13,-8.06,-0.06,-0.03,0.36,-0.01,-0.44,0.00,-8.06,-0.03,0.02,-0.01,-2.63,2.50,-0.06,0.06,0.12,-0.01,-0.19,0.25,0.31,-0.43,-0.21,0.35,0.94,-8.06,-0.06,0.03,0.09,-1.29
13:55:45.913461,0.31,0.00,0.19,-0.20,0.14,-0.01,-0.50,-1.06,1.38,0.04,-1.29,-0.01,0.69,-8.06,-0.06,-0.08,0.06,-0.01,1.88,0.69,0.13,0.00,0.05,-0.01,-0.69,-0.13,-0.38,-0.44,-0.23,0.35,0.56,0.25,-0.06,0.05,0.06,0.02
13:55:46.282645,0.06,0.00,0.25,-0.13,0.11,-0.01,-4.94,-0.06,-0.06,-0.07,0.09,0.03,0.44,-8.06,-0.06,-0.01,0.10,-1.29,-5.69,-0.06,-0.06,-0.07,-0.01,-0.05,-1.06,-0.19,-0.69,-0.35,-0.19,0.31,0.19,-8.06,-0.06,0.01,0.08,-1.29
13:55:46.652842,0.00,0.44,-8.06,-0.18,0.15,-0.01,2043.44,-0.06,-0.06,-0.10,-0.03,-0.07,-1.00,0.19,-0.06,-0.05,0.11,-1.29,7.75,0.50,-8.06,0.03,-0.01,-0.01,1.00,0.13,0.81,-0.35,-0.16,0.33,-1.69,0.81,-8.06,-0.06,0.13,-0.01
13:55:47.015150,0.00,0.00,0.00,-0.11,0.14,-1.29,1.38,-8.06,-0.06,-0.04,0.15,-1.29,-0.13,0.13,0.25,-0.02,0.03,-0.01,-0.19,-0.19,-0.06,0.00,0.08,-0.01,0.06,0.00,0.00,-0.36,-0.28,0.38,-0.38,0.75,-8.06,0.02,0.05,0.02
13:55:47.380539,0.88,0.63,-0.06,-0.13,0.12,-0.01,-14.31,-0.06,-0.06,-0.09,0.17,-1.29,0.38,-0.06,-0.06,-0.04,0.05,-1.29,6.50,4.56,-8.06,-0.01,0.01,-0.01,0.13,-8.06,-0.06,-0.39,-0.24,0.39,0.00,2.31,0.25,0.11,-1.29,-0.01
13:55:47.744686,-0.44,-0.13,0.63,-0.20,0.12,-0.01,-11.31,-5.50,-0.06,0.04,0.03,-1.29,1.31,0.19,0.81,-0.08,0.03,-0.01,5.94,0.94,-8.06,0.03,0.13,-1.29,-1.63,0.75,-0.06,-0.44,-0.21,0.37,1.81,1.00,-8.06,0.04,0.01,0.00
13:55:48.104139,0.94,0.19,0.00,-0.14,0.18,-0.01,3.44,1.44,-0.06,-0.18,-0.09,-0.46,-0.19,0.00,-8.06,0.03,0.00,-0.01,0.06,-8.06,-0.06,0.09,0.06,0.08,-1.06,0.25,0.06,-0.41,-0.30,0.42,2.06,0.56,-8.06,-0.01,0.08,0.06
13:55:48.465134,-0.19,-1.19,1.00,-0.15,0.18,-1.29,-1.31,5.38,4.06,-0.05,0.12,-1.29,2.06,0.88,0.25,-0.03,0.07,-1.29,7.06,-0.06,-0.06,-0.04,-0.04,-0.11,-1.88,1.00,0.56,-0.39,-0.19,0.33,5.94,0.69,3.94,0.03,0.04,0.07
